slug,name,batch,batch_year,status,team_size,yc_top_company,ai_relation,primary_theme,subtheme,vertical,is_agent,target_customer,one_liner,total_raised_usd_m,valuation_usd_m,outcome_details,label_confidence
lucis,Lucis,Spring 2025,2025,Active,17,0,ai_enabled,consumer,health_wellness_coaching,healthcare,0,consumer,Function Health for Europe ,,,,0.8
lumari,Lumari,Spring 2025,2025,Active,5,0,ai_native,vertical_other,supply_chain_manufacturing,manufacturing,1,enterprise,AI Digital Workers for Supply Chain ,,,,0.9
luminal,Luminal,Summer 2025,2025,Active,7,0,ai_infrastructure,model_infra,inference_optimization,,0,developers,Making AI run fast on any hardware.,,,,0.95
lunabill,LunaBill,Fall 2025,2025,Active,4,0,ai_native,healthcare,rcm_billing,healthcare,1,enterprise,AI Voice callers for healthcare billing teams,,,,0.95
lunavo,Lunavo,Fall 2025,2025,Active,2,0,ai_native,vertical_other,logistics_freight,logistics,1,mixed_b2b,Lunavo is the AI assistant for carriers.,,,,0.9
movedot,MOVEdot,Fall 2025,2025,Active,10,0,ai_native,vertical_other,supply_chain_manufacturing,manufacturing,1,enterprise,AI Agents for Hardware Engineering,,,,0.75
mspilot,MSPilot,Fall 2025,2025,Active,3,0,ai_infrastructure,agent_infra,agent_deployment,,0,smb,Turn AI adoption into a recurring revenue line.,,,,0.8
macadamia,Macadamia,Winter 2025,2025,Active,2,0,ai_native,vertical_other,construction_engineering,manufacturing,1,mixed_b2b,AI Agents for Complex Engineering Projects,,,,0.75
madethis,MadeThis,Fall 2025,2025,Active,3,0,ai_native,workflow_automation,autonomous_business_ops,,1,mixed_b2b,The autonomous business platform,,,,0.4
magnetic,Magnetic,Summer 2025,2025,Active,10,0,ai_native,finance_accounting,tax_audit,,1,smb,AI Tax Preparer for CPA firms,,,,0.9
magnitude,Magnitude,Summer 2025,2025,Active,2,0,ai_infrastructure,coding_devtools,local_model_coding,,0,developers,"Code with local models, zero setup",,,,0.85
maive,Maive,Winter 2025,2025,Active,2,0,ai_native,vertical_other,trades_home_services,trades,0,smb,AI for Home Services,,,,0.8
mangodesk,MangoDesk,Summer 2025,2025,Active,2,0,ai_infrastructure,data_ml_ops,rl_environments,,0,developers,Long-horizon RL environments,,,,0.85
manufact,Manufact,Summer 2025,2025,Active,6,0,ai_infrastructure,agent_infra,tool_mcp_integration,,0,developers,Cloud infrastructure for MCP servers and Claude / ChatGPT apps.,,,,0.95
markit,MarkIt,Fall 2025,2025,Active,2,0,ai_enabled,legal_compliance,regulatory_compliance,,0,enterprise,Workspaces for cross-border regulatory work,,,,0.6
mastra,Mastra,Winter 2025,2025,Active,30,0,ai_infrastructure,agent_infra,orchestration_frameworks,,0,developers,"The Javascript framework for building AI agents, from the Gatsby devs",35,,,0.95
maximal,Maximal,Summer 2025,2025,Active,3,0,ai_native,vertical_other,logistics_freight,logistics,1,mixed_b2b,Truckload Planning at Machine Precision,,,,0.85
mayflower,Mayflower,Fall 2025,2025,Active,2,0,ai_native,legal_compliance,immigration_paperwork,legal,0,enterprise,AI plug-in that automates HR immigration screening and compliance,,,,0.85
mbodi-ai,Mbodi AI,Spring 2025,2025,Active,6,0,ai_native,robotics,robot_software_tools,manufacturing,0,enterprise,Industrial Robots that Learn and Operate Like Humans,,,,0.9
mecha-health,Mecha Health,Winter 2025,2025,Active,4,0,ai_native,healthcare,diagnostics_imaging,healthcare,0,enterprise,Foundation models to automate x-ray analysis for radiologists,,,,0.95
mentra,Mentra,Winter 2025,2025,Active,12,0,ai_enabled,hardware_semis,edge_ai_wearables,,0,consumer,Building the open source smart glasses operating system.,,,,0.7
mercura,Mercura,Winter 2025,2025,Active,20,0,ai_native,vertical_other,construction_engineering,construction,1,mixed_b2b,AI Quote and Order Automation for Distributors & Manufacturers,,,,0.75
mesh-2,Mesh,Winter 2025,2025,Active,3,0,ai_native,finance_accounting,fpa_close_automation,,1,enterprise,Eliminating accrual spreadsheets for faster month-end,,,,0.85
mesmer,Mesmer,Spring 2025,2025,Active,7,0,ai_native,coding_devtools,engineering_org_agents,,0,mixed_b2b,The operating system for the 100x Engineering Team,,,,0.75
meteor,Meteor,Summer 2025,2025,Active,2,0,ai_native,consumer,ai_browser_assistant,,1,consumer,An AI-Native Browser,,,,0.85
metis,Metis,Summer 2025,2025,Acquired,13,0,ai_infrastructure,agent_infra,agent_reliability,,0,developers,Infrastructure to build reliable agents,,,"Acquired by DoorDash, announced/completed March 18, 2026; price undisclosed ($150M all-cash figure not confirmed by any independent source)",0.75
metorial,Metorial,Fall 2025,2025,Active,4,0,ai_infrastructure,agent_infra,tool_mcp_integration,,0,mixed_b2b,Agentic infrastructure to power AI-native companies.,,,,0.85
mimos,Mimos,Summer 2025,2025,Active,1,0,ai_native,sales_marketing,ads_growth,legal,1,smb,The growth OS for plaintiff-side law firms,,,,0.75
mindfort,MindFort,Spring 2025,2025,Active,5,0,ai_native,security,pentest_agents,,1,enterprise,Autonomous Security Agents,,,,0.95
minerva,Minerva,Spring 2025,2025,Active,5,0,ai_native,finance_accounting,bookkeeping,,1,smb,AI native accounting firm,,,,0.9
minimal-ai,Minimal AI,Summer 2025,2025,Active,3,0,ai_native,customer_support,chat_support_agents,retail,1,smb,AI Agents for E-commerce Customer Support,,,,0.9
minro,Minro,Fall 2025,2025,Active,2,0,ai_enabled,sales_marketing,customer_intelligence,,0,smb,Identify churn risk and stay close to users at scale,,,,0.7
mixy,Mixy,Fall 2025,2025,Active,2,0,ai_native,creative_media,music_audio,media,0,consumer,Make mashups without knowing how to DJ,,,,0.85
miyagi-labs,Miyagi Labs,Winter 2025,2025,Active,2,0,ai_native,vertical_other,education,education,0,consumer,AI tutors for exam prep,,,,0.85
moby-analytics,Moby Analytics,Spring 2025,2025,Active,4,0,ai_native,finance_accounting,tax_audit,,1,enterprise,AI financial auditors,,,,0.9
modelence,Modelence,Summer 2025,2025,Active,3,0,ai_native,coding_devtools,prompt_to_app,,0,developers,Build production-ready apps with AI,,,,0.8
monarcha,Monarcha,Summer 2025,2025,Active,2,0,ai_native,vertical_other,other_industry,other,0,enterprise,Turn maps into data,,,,0.75
monte,Monte,Summer 2025,2025,Active,3,0,ai_infrastructure,agent_infra,agent_memory,,0,developers,Continual Learning for Agents,,,,0.8
morphik,Morphik,Spring 2025,2025,Active,2,0,ai_native,healthcare,rcm_billing,healthcare,1,mixed_b2b,AI workers for Skilled Nursing and Senior Living Operations,,,,0.85
morphoai,MorphoAI,Spring 2025,2025,Active,7,0,ai_native,vertical_other,supply_chain_manufacturing,manufacturing,0,enterprise,Software tool for designing robots and machines ,,,,0.7
mosaic-2,Mosaic,Winter 2025,2025,Active,5,0,ai_native,creative_media,video_gen_editing,media,1,mixed_b2b,Frontier Video Agents,,,,0.8
moss,Moss,Fall 2025,2025,Active,5,0,ai_infrastructure,data_ml_ops,rag_retrieval_vector_infra,,0,developers,Real-time semantic search for Conversational AI,,,,0.85
motives,Motives,Summer 2025,2025,Active,,0,ai_native,sales_marketing,market_research,,1,enterprise,Consumer focus groups run by AI,,,,0.85
multifactor,Multifactor,Fall 2025,2025,Active,6,0,ai_infrastructure,agent_infra,agent_identity_auth,,0,enterprise,"Zero-trust authentication, authorization, and auditing for AI agents",,,,0.9
mundo-ai,Mundo AI,Winter 2025,2025,Active,30,0,ai_infrastructure,data_ml_ops,training_data,,0,developers,High Quality Multilingual Training Data for AI Models,,,,0.9
noso-labs,NOSO LABS,Summer 2025,2025,Active,6,0,ai_native,vertical_other,trades_home_services,trades,0,smb,Build AI agents for field technicians to diagnose and sell 10x better,,,,0.85
usenarrative,Narrative,Fall 2025,2025,Active,3,0,ai_native,creative_media,sports_video_intelligence,media,0,mixed_b2b,Video Intelligence for Sports,,,,0.8
nautilus,Nautilus,Summer 2025,2025,Active,4,0,ai_enabled,vertical_other,trades_home_services,trades,0,smb,AI platform to grow and to optimize car washes,,,,0.6
naive,Naïve,Spring 2025,2025,Active,8,0,ai_infrastructure,agent_infra,agent_identity_payments,,0,developers,Autonomous Company Infrastructure,,,,0.9
nessie,Nessie,Fall 2025,2025,Active,3,0,ai_infrastructure,agent_infra,agent_memory,,0,mixed_b2b,"A shared context layer for you, your team, and your agents.",,,,0.8
nexa-labs,Nexa Labs,Summer 2025,2025,Acquired,3,0,ai_enabled,vertical_other,agriculture_food,agriculture,0,smb,Implantable microchips and AI for cattle monitoring,,,"Acquired per YC directory; acquirer, date, and terms not publicly disclosed",0.85
gpt,Nexus,Fall 2025,2025,Active,2,0,ai_infrastructure,agent_infra,no_code_agent_builder,,0,enterprise,We help non-technical teams build AI agents without engineers,,,,0.8
nimbic-ai,Nimbic AI,Spring 2025,2025,Active,3,0,ai_native,coding_devtools,docs,,0,developers,Automatically write and update internal docs with every code commit.,,,,0.85
nitrode,Nitrode,Winter 2025,2025,Active,10,0,ai_native,creative_media,gaming_ai,media,0,mixed_b2b,Frontier AI research to advance game development,,,,0.7
nixo,Nixo,Summer 2025,2025,Active,6,0,ai_enabled,sales_marketing,revops_post_sales,,0,mixed_b2b,Make every FDE on your team capable of moving any account forward.,,,,0.6
nomi,Nomi,Spring 2025,2025,Active,5,0,ai_native,sales_marketing,sales_copilots,,0,mixed_b2b,Realtime Sales Copilot,,,,0.9
nori,Nori,Fall 2025,2025,Active,3,0,ai_native,consumer,health_wellness_coaching,healthcare,0,consumer,AI health coach in your pocket,,,,0.92
normal,Normal,Summer 2025,2025,Active,2,0,ai_enabled,vertical_other,supply_chain_manufacturing,manufacturing,0,mixed_b2b,Testing and certifying the hardware of the future,,,,0.4
norra,Norra,Fall 2025,2025,Active,2,0,ai_enabled,healthcare,equipment_asset_management,healthcare,1,smb,Automating equipment operations for nursing facilities,,,,0.75
notte,Notte,Summer 2025,2025,Active,5,0,ai_infrastructure,agent_infra,browser_computer_use_infra,,1,enterprise,Reliable Web Agents for Enterprise,,,,0.9
novaflow,Novaflow,Summer 2025,2025,Active,5,0,ai_native,bio_science,bioinformatics_analysis,science_biotech,0,enterprise,The AI data analyst for biology labs,,,,0.85
novoflow,Novoflow,Spring 2025,2025,Active,6,0,ai_native,healthcare,patient_intake_engagement,healthcare,1,smb,AI employees that automate medical operations for clinics. ,,,,0.9
nox-metals,Nox Metals,Summer 2025,2025,Active,35,0,ai_enabled,vertical_other,supply_chain_manufacturing,manufacturing,0,enterprise,Supplying America's Industrial Base,11.5,,,0.6
nozomio,Nozomio,Summer 2025,2025,Active,3,0,ai_native,other_ai,personal_ai_context,,0,consumer,product lab. focused on personal ai and context.,,,,0.35
nucleo,Nucleo,Fall 2025,2025,Active,2,0,ai_native,healthcare,diagnostics_imaging,healthcare,1,enterprise,The first Agentic platform for Oncology,,,,0.9
null-labs,Null Labs,Fall 2025,2025,Active,2,0,ai_infrastructure,defense_gov,defense_simulation,defense,0,enterprise,End-to-end Simulation for Defense Autonomy,,,,0.9
nuntius,Nuntius,Summer 2025,2025,Inactive,2,0,ai_infrastructure,security,llm_guardrails_alignment,,0,mixed_b2b,Making Models Follow Rules.,,,,0.6
oki,Oki,Winter 2025,2025,Active,6,0,ai_native,consumer,personal_memory,,0,consumer,The digital home for your personal memories,,,,0.65
okibi,Okibi,Summer 2025,2025,Active,2,0,ai_infrastructure,agent_infra,tool_mcp_integration,,0,developers,Turns products into CLIs and agents into customers,,,,0.85
olive,Olive,Winter 2025,2025,Active,2,0,ai_enabled,hr_recruiting,unclear,,0,mixed_b2b,"Curated stories, every day",,,,0.3
omnara,Omnara,Summer 2025,2025,Active,4,0,ai_infrastructure,agent_infra,agent_deployment,,0,developers,The Open-Source Alternative to Claude Managed Agents,,,,0.9
ondeck-ai,OnDeck AI,Summer 2025,2025,Active,7,0,ai_native,data_ml_ops,vision_analytics_platform,,0,enterprise,"Analyze any footage, without training a model",,,,0.6
onlook,Onlook,Winter 2025,2025,Active,4,0,ai_native,coding_devtools,prompt_to_app_builders,,0,mixed_b2b,Cursor for Designers,,,,0.85
openintake,OpenIntake,Winter 2025,2025,Active,2,0,ai_native,legal_compliance,law_firm_intake,legal,1,smb,The AI Front Door For Law Firms,,,,0.75
opennote,Opennote,Summer 2025,2025,Acquired,3,0,ai_native,productivity_assistants,ai_notebook,education,0,consumer,The notebook that thinks with you.,0.85,,"Acquired by Reducto (document intelligence, SF), announced May 7, 2026; terms undisclosed",0.75
openroll,Openroll,Fall 2025,2025,Active,4,0,ai_native,hr_recruiting,hr_ops,,1,mixed_b2b,The AI workforce for People and Finance teams,,,,0.7
optifye-ai,Optifye.ai,Winter 2025,2025,Active,8,0,ai_native,vertical_other,supply_chain_manufacturing,manufacturing,0,enterprise,AI performance monitoring for factory workers,,,,0.85
opusense-ai,Opusense AI,Spring 2025,2025,Active,2,0,ai_native,vertical_other,construction_engineering,construction,0,mixed_b2b,AI for Field Inspection Reports,,,,0.9
orange-slice,Orange Slice,Summer 2025,2025,Active,2,0,ai_native,sales_marketing,lead_enrichment,,1,mixed_b2b,Agentic sales enrichment spreadsheet,,,,0.9
orchid-ai,Orchid,Spring 2025,2025,Active,3,0,ai_native,productivity_assistants,executive_personal_assistant,,1,consumer,A personal EA in your iMessage,,,,0.9
osmosis,Osmosis,Winter 2025,2025,Active,6,0,ai_infrastructure,model_infra,training_finetuning,,0,developers,Reinforcement Learning (RL) for AI Agents,,,,0.9
outlit,Outlit,Winter 2025,2025,Active,3,0,ai_enabled,sales_marketing,customer_success_revops,,0,mixed_b2b,Retain and Grow Every Customer,,,,0.75
outship,Outship,Winter 2025,2025,Active,3,0,ai_native,hr_recruiting,interviewing_assessment,,0,mixed_b2b,Hire amazing engineers by seeing how they use AI,,,,0.85
overstand-labs,Overstand Labs,Winter 2025,2025,Active,4,0,ai_native,search_knowledge,enterprise_search_km,,0,enterprise,Navigate any set of data - no matter how large - in minutes.,,,,0.7
ovlo,Ovlo,Winter 2025,2025,Active,2,0,ai_enabled,hr_recruiting,sourcing,,0,smb,Founder led hiring for London startups,,,,0.5
pares-ai,PARES AI,Summer 2025,2025,Active,3,0,ai_native,vertical_other,real_estate_proptech,real_estate,1,enterprise,AI-native real estate services firm,,,,0.85
pally,Pally,Summer 2025,2025,Active,2,0,ai_native,productivity_assistants,executive_personal_assistants,,1,consumer,Your personal AI Assistant,,,,0.85
paloma,Paloma,Summer 2025,2025,Active,3,0,ai_enabled,vertical_other,supply_chain_manufacturing,manufacturing,0,mixed_b2b,Digital transformation for real economy businesses,,,,0.7
panels,Panels,Summer 2025,2025,Active,1,0,ai_infrastructure,data_ml_ops,training_data_collection,,0,enterprise,Audio Data for AI Labs,,,,0.9
panoptive,Panoptive,Summer 2025,2025,Active,2,0,ai_native,healthcare,clinical_trial_ops,healthcare,0,enterprise,The continuous oversight engine for clinical trials,,,,0.88
paper-instruments,Paper Instruments,Spring 2025,2025,Active,3,0,ai_native,foundation_models,open_source_llms,,0,mixed_b2b,Open-source frontier models for knowledge work,,,,0.7
deployparagon,Paragon,Winter 2025,2025,Active,2,0,ai_native,sales_marketing,growth_automation,manufacturing,1,mixed_b2b,The AI Growth Engine for Industrials,,,,0.6
parametric,Parametric,Fall 2025,2025,Active,7,0,ai_native,robotics,autonomous_physical_businesses,,1,other,Physical businesses that run themselves,,,,0.5
paratus-health,Paratus Health,Winter 2025,2025,Active,2,0,ai_enabled,sales_marketing,lead_enrichment,healthcare,0,mixed_b2b,The first healthcare GTM data platform,,,,0.6
parrot,Parrot,Fall 2025,2025,Active,3,0,ai_native,consumer,language_learning,education,0,consumer,TikTok for language learning,,,,0.75
parse-bot,Parse,Fall 2025,2025,Active,2,0,ai_enabled,data_ml_ops,scraping_apis,,0,developers,Build an API to interact with any website.,,,,0.65
parsewise,Parsewise,Spring 2025,2025,Active,6,0,ai_native,workflow_automation,document_processing_idp,,0,mixed_b2b,"Multi-document processing for your risk teams, AI agents, pipelines",,,,0.8
partcl,Partcl,Spring 2025,2025,Active,,0,ai_enabled,hardware_semis,chip_design_eda,manufacturing,0,enterprise,Design a chip in minutes,,,,0.75
patent-watch,Patent Watch,Fall 2025,2025,Active,6,0,ai_native,legal_compliance,ip_patents,legal,0,mixed_b2b,AI for detecting patent infringements,,,,0.95
pave-robotics,Pave Robotics,Winter 2025,2025,Active,3,0,ai_enabled,robotics,industrial_automation,construction,0,smb,Robots that repair roads,,,,0.8
pelica,Pelica,Spring 2025,2025,Active,5,0,ai_native,healthcare,care_navigation,healthcare,1,enterprise,Transforming healthcare operations with AI agents,,,,0.9
peppr-ai,Peppr AI,Winter 2025,2025,Active,4,0,ai_native,sales_marketing,sales_copilots,,0,enterprise,In-call AI teleprompter that helps reps close enterprise deals,,,,0.85
percival,Percival,Spring 2025,2025,Inactive,3,0,ai_native,bio_science,research_data_analysis,science_biotech,0,mixed_b2b,Accelerating data analysis for research,,,,0.65
permitify,Permitify,Winter 2025,2025,Active,2,0,ai_native,defense_gov,govtech,government,0,government,AI co-pilot for building plan review and building code compliance,,,,0.75
perseus,Perseus,Fall 2025,2025,Active,4,0,ai_infrastructure,coding_devtools,codebase_context_search,,0,developers,Applied Lab focused on Search in Latent Spaces.,,,,0.8
perseus-defense,Perseus Defense,Summer 2025,2025,Active,3,0,ai_enabled,defense_gov,counter_uas,defense,0,government,America's Golden Dome for Drones,,,,0.75
perspectives-health,Perspectives Health,Summer 2025,2025,Active,5,0,ai_native,healthcare,rcm_billing,healthcare,1,smb,AI to run behavioral health programs better,,,,0.9
phases,Phases,Summer 2025,2025,Active,3,0,ai_native,healthcare,clinical_trial_ops,healthcare,1,enterprise,Automated clinical trial oversight and execution,,,,0.9
philon,Philon,Fall 2025,2025,Active,,0,ai_native,robotics,general_purpose_robots,,0,mixed_b2b,General Purpose Robots,,,,0.85
photonium,Photonium,Spring 2025,2025,Active,5,0,ai_native,vertical_other,construction_engineering,manufacturing,0,mixed_b2b,AI-Powered Optical Consulting & Software,,,,0.7
physical-turing,Physical Turing,Summer 2025,2025,Active,2,0,ai_infrastructure,robotics,humanoid_evaluation,,0,enterprise,Evaluating humanoids in the real world,,,,0.8
pickle-2,Pickle,Winter 2025,2025,Active,15,0,ai_native,consumer,personal_context_ai,,0,consumer,Where your life context becomes understanding.,,,,0.7
piggy-robotics,Piggy Robotics,Fall 2025,2025,Active,5,0,ai_native,robotics,humanoids,,1,consumer,Humanoid robots that do your chores for the price of an iPhone!,,,,0.9
pinch,Pinch,Winter 2025,2025,Active,3,0,ai_native,voice_ai,speech_translation,,0,developers,Real-time AI Voice Translation for Developers,,,,0.9
pingo,Pingo,Summer 2025,2025,Active,5,0,ai_native,consumer,language_learning,education,0,consumer,AI companion that helps you learn languages,,,,0.85
pixley-ai,Pixley AI,Fall 2025,2025,Active,2,0,ai_native,creative_media,kids_animation_generation,media,0,consumer,The first platform where families can create AI cartoons in minutes,,,,0.85
playgent,Playgent,Summer 2025,2025,Active,2,0,ai_infrastructure,agent_infra,sandboxes_runtimes,,0,developers,Sandboxes for AI agents,,,,0.9
pleom,Pleom,Summer 2025,2025,Active,0,0,ai_native,search_knowledge,agentic_business_intelligence,,0,mixed_b2b,Agentic Business Intelligence,,,,0.6
plexe,Plexe,Spring 2025,2025,Active,2,0,ai_infrastructure,data_ml_ops,automl_agents,,1,developers,Open-source agents to build predictive ML models from a prompt,,,,0.75
praxim,Praxim,Winter 2025,2025,Active,2,0,ai_native,productivity_assistants,doc_drafting,,1,mixed_b2b,The agentic AI Word editor,,,,0.85
preseen,Preseen,Summer 2025,2025,Active,1,0,ai_native,search_knowledge,forecasting_agents,,1,mixed_b2b,The AI forecasting company for global macro events. ,,,,0.6
prism,Prism,Spring 2025,2025,Active,3,0,ai_infrastructure,agent_infra,agent_deployment,,0,developers,Deploy AI Agents with a Single API Call,,,,0.95
probo,Probo,Spring 2025,2025,Active,6,0,ai_enabled,legal_compliance,grc_soc2_compliance,,1,smb,We help you get compliant while you focus on your business.,,,,0.7
procindex,ProcIndex,Summer 2025,2025,Active,4,0,ai_native,finance_accounting,ap_ar_billing,construction,1,mixed_b2b,AI-powered accounting automation for construction and manufacturing,,,,0.85
proception-inc,Proception Inc,Winter 2025,2025,Active,10,0,ai_native,robotics,humanoids,,0,mixed_b2b,Making humanoids dexterous enough to thread a needle,,,,0.75
proliferate,Proliferate,Summer 2025,2025,Active,,0,ai_infrastructure,agent_infra,agent_orchestration,,0,developers,Do your life's work with agents,,,,0.65
promptless,Promptless,Winter 2025,2025,Active,5,0,ai_native,coding_devtools,docs,,1,mixed_b2b,An AI teammate that automatically updates your customer-facing docs,,,,0.9
propolis,Propolis,Spring 2025,2025,Acquired,2,0,ai_native,coding_devtools,ai_testing_qa,,1,developers,Hands off QA via intelligent browser agents. ,,,"Acquired by Datadog, announced January 28, 2026; price undisclosed",0.9
prox,Prox,Fall 2025,2025,Active,7,0,ai_native,customer_support,technical_support_agents,,0,mixed_b2b,AI technical support for complex physical products,,,,0.9
qualgent,QualGent,Spring 2025,2025,Active,10,0,ai_native,coding_devtools,ai_testing_qa,,1,mixed_b2b,AI Mobile App Quality Assurance Tester,,,,0.95
quantstruct,Quantstruct,Winter 2025,2025,Active,2,0,ai_native,coding_devtools,docs,,1,mixed_b2b,AI documentation engineer – test & autoimprove stale product docs,,,,0.9
quotain,Quotain,Summer 2025,2025,Active,2,0,ai_native,sales_marketing,sales_training_simulation,,0,mixed_b2b,AI sales simulations using your real deals,,,,0.85
radiusbrowser,Radius,Fall 2025,2025,Active,2,0,ai_native,coding_devtools,ai_ide,,1,developers,Code and browse in the same place,,,,0.85
rally-3,Rally,Winter 2025,2025,Active,5,0,ai_enabled,vertical_other,fintech_banking,logistics,0,smb,Financial OS for Modern Fleets,,,,0.7
ralo,Ralo,Spring 2025,2025,Active,2,0,ai_enabled,consumer,personal_consumer_finance,real_estate,0,consumer,AI-Native Mortgage Broker,,,,0.75
reacher,Reacher,Summer 2025,2025,Active,10,0,ai_native,sales_marketing,creator_marketing,,1,enterprise,We automate creator marketing for the world's largest brands,,,,0.85
rebolt,Rebolt,Winter 2025,2025,Active,3,0,ai_native,workflow_automation,custom_ai_software,,0,mixed_b2b,AI-Powered Company OS,,,,0.5
rebulk,Rebulk,Summer 2025,2025,Active,3,0,ai_native,vertical_other,supply_chain_manufacturing,logistics,0,mixed_b2b,Accurately measure and monitor bulk inventory,,,,0.8
red-barn-robotics,Red Barn Robotics,Winter 2025,2025,Active,5,0,ai_native,robotics,agricultural_robots,agriculture,0,smb,A Roomba for weeds on a farm. ,,,,0.85
redapto,Redapto,Fall 2025,2025,Active,7,0,ai_native,workflow_automation,operations_orchestration,,1,enterprise,Intelligence that moves the world,,,,0.55
refresh,Refresh,Spring 2025,2025,Active,8,0,ai_infrastructure,data_ml_ops,rl_environments,,0,developers,Training gyms for computer use and software engineering work,,,,0.85
relaw,Relaw,Fall 2025,2025,Active,2,0,ai_native,legal_compliance,legal_os,legal,0,mixed_b2b,AI Legal OS,,,,0.8
relling,Relling,Summer 2025,2025,Active,,0,ai_native,robotics,industrial_warehouse_automation,manufacturing,0,enterprise,deploying the first billion robots for manufacturing,,,,0.6
remedy,Remedy,Fall 2025,2025,Acquired,2,0,ai_native,healthcare,pharmacy_automation,healthcare,1,smb,AI Agents for Pharmacies,,,"Listed as Acquired by YC; acquirer, date, and terms undisclosed. Website (useremedy.co) is offline.",0.8
retrofit,Retrofit,Winter 2025,2025,Active,2,0,ai_native,consumer,shopping,retail,1,consumer,A vintage marketplace curated by AI,,,,0.8
revise-robotics,Revise Robotics,Winter 2025,2025,Active,3,0,ai_native,robotics,industrial_automation,manufacturing,0,mixed_b2b,Automating refurbishment of $1T in consumer electronics,,,,0.85
rimba,Rimba,Spring 2025,2025,Active,4,0,ai_enabled,workflow_automation,document_processing_idp,energy,0,enterprise,Streamlining Data Capture to Report Creation for Heavy Industries,,,,0.7
risely-ai,Risely AI,Summer 2025,2025,Active,8,0,ai_native,vertical_other,education,education,1,enterprise,AI agents that automate administrative work across college campuses. ,,,,0.9
riverbank,Riverbank,Summer 2025,2025,Active,1,0,ai_enabled,security,attack_surface_mapping,,0,enterprise,Infrastructure Cartography,,,,0.5
rivet-design,Rivet,Fall 2025,2025,Active,,0,ai_native,coding_devtools,design_to_code,,0,mixed_b2b,Visual editor to design in production code,,,,0.8
riviera,Riviera,Winter 2025,2025,Active,2,0,ai_native,vertical_other,hospitality_restaurants,hospitality,1,smb,AI Employees for Hotels,,,,0.9
roark,Roark,Winter 2025,2025,Active,3,0,ai_infrastructure,data_ml_ops,evals_observability,,0,developers,"Test, monitor, and improve your voice agents",,,,0.85
rocketable,Rocketable,Winter 2025,2025,Active,2,0,ai_native,workflow_automation,ai_operated_holdco,,1,other,The AI Maximalist Software Holding Company,,,,0.6
rovi-health,Rovi Health,Fall 2025,2025,Active,3,0,ai_native,healthcare,care_navigation,healthcare,1,enterprise,AI healthcare concierge for employees,,,,0.85
rovr,Rovr,Fall 2025,2025,Inactive,3,0,ai_native,workflow_automation,eng_ops_automation,,1,mixed_b2b,AI FDE Engine that runs your engineering workflows,,,,0.75
rowflow,RowFlow,Summer 2025,2025,Active,2,0,ai_native,workflow_automation,conversational_forms,,0,mixed_b2b,Replacing forms with AI conversations,,,,0.8
runrl,RunRL,Spring 2025,2025,Active,2,0,ai_infrastructure,model_infra,rl_finetuning_platform,,0,developers,Reinforcement learning as a service,,,,0.9
sammy-labs,SAMMY Labs,Winter 2025,2025,Active,10,0,ai_native,legal_compliance,computational_law,legal,0,mixed_b2b,Computational Law,,,,0.4
sf-tensor,SF Tensor,Fall 2025,2025,Active,6,0,ai_infrastructure,model_infra,gpu_cloud,,0,developers,Infrastructure for AI labs to focus on research.,,,,0.9
salespatriot,SalesPatriot,Winter 2025,2025,Active,15,0,ai_enabled,vertical_other,supply_chain_manufacturing,manufacturing,0,mixed_b2b,AI powered operating system for distributors and OEMs,,,,0.7
outrove,Sapien,Summer 2025,2025,Active,2,0,ai_native,sales_marketing,market_research_simulation,,0,mixed_b2b,Synthetic populations for decisions,,,,0.65
scalar-field,Scalar Field,Spring 2025,2025,Active,3,0,ai_native,vertical_other,fintech_banking,fintech,1,mixed_b2b,Your Agentic Trading Desk — Building the next era of agentic…,,,,0.8
sciloop,Sciloop,Fall 2025,2025,Active,6,0,ai_infrastructure,data_ml_ops,training_data,,0,enterprise,Expert STEM reasoning data for frontier AI labs.,,,,0.95
scoop,Scoop,Fall 2025,2025,Active,2,0,ai_native,bio_science,regulatory_submissions,science_biotech,1,enterprise,Automating regulatory submissions for life sciences,,,,0.75
scott-ai,Scott AI,Fall 2025,2025,Active,3,0,ai_native,coding_devtools,planning_for_coding_agents,,0,developers,The planning layer for teams that build with coding agents,,,,0.85
scout-4,Scout,Winter 2025,2025,Active,8,0,ai_enabled,vertical_other,education,education,0,enterprise,AI-powered student information system for K-12 schools,,,,0.85
selfin,Selfin,Fall 2025,2025,Active,2,0,ai_enabled,consumer,personal_finance,fintech,0,consumer,Building the first AI Bank,,,,0.75
sellraze,SellRaze,Fall 2025,2025,Active,6,0,ai_native,consumer,shopping_reselling,retail,0,consumer,The fastest way to sell online.,,,,0.8
semble-ai,Semble AI,Fall 2025,2025,Active,2,0,ai_enabled,vertical_other,construction_engineering,construction,1,smb,Operating system for your construction business.,,,,0.85
semiotic,Semiotic,Fall 2025,2025,Active,3,0,ai_native,creative_media,design_generation,,1,smb,Studio-Grade Design at Scale,,,,0.7
sennu-ai,Sennu AI,Winter 2025,2025,Active,2,0,ai_native,workflow_automation,custom_ai_systems,,0,mixed_b2b,We turn traditional companies into AI companies,,,,0.5
serafis,Serafis,Summer 2025,2025,Active,4,0,ai_native,vertical_other,fintech_banking,fintech,0,enterprise,Narrative intelligence for investors,,,,0.85
